,PRE98sc
VNN2,0.005175677
SLC18B1,0.15354465
RPS12,2.8159268
TCF21,0.0058165425
TBPL1,0.09189834
SGK1,0.6047964
LINC03002,0.0069691935
HBS1L,0.10048774
AHI1,0.10120821
PDE7B,0.05195455
BCLAF1,0.28535715
MAP3K5,0.05295858
PEX7,0.10207101
IFNGR1,0.24571973
WAKMAR2,0.0066064727
TNFAIP3,0.056928653
PERP,0.39824677
HEBP2,0.3163593
NHSL1,0.12607238
NHSL1-AS1,0.023249067
CCDC28A,0.22830868
REPS1,0.0659994
ABRACL,0.14820981
HECA,0.07257285
CITED2,0.29977393
ENSG00000234147,0.0016376048
VTA1,0.10336677
ADGRG6,0.056047525
HIVEP2,0.04603402
AIG1,0.26959085
ADAT2,0.017947294
PEX3,0.11409609
FUCA2,0.15361428
PHACTR2,0.19699474
LTV1,0.029174253
PLAGL1,0.0816413
SF3B5,0.61337304
STX11,0.0039002756
UTRN,0.24331833
EPM2A,0.048696034
FBXO30,0.085217
SHPRH,0.12113142
RAB32,0.05594007
STXBP5,0.037147854
SAMD5,0.085529305
SASH1,0.09833075
TAB2,0.195118
PPIL4,0.13620651
GINM1,0.33607712
KATNA1,0.046134517
LATS1,0.10842094
ENSG00000278899,0.009693689
NUP43,0.04934488
PCMT1,0.21426061
LRP11,0.13220388
ULBP2,0.005721844
PLEKHG1,0.03387271
MTHFD1L,0.028855907
AKAP12,0.11425861
ZBTB2,0.018813854
RMND1,0.0559834
ARMT1,0.16192213
ESR1,0.035669286
SYNE1,0.3043706
MYCT1,0.058893174
FBXO5,0.01685888
MTRF1L,0.055709668
IPCEF1,0.02883615
CNKSR3,0.098576
SCAF8,0.09408195
TIAM2,0.017320754
TFB1M,0.028891498
ARID1B,0.3297757
TMEM242,0.06984464
ZDHHC14,0.07893114
SNX9,0.14752755
SYNJ2,0.024476383
SERAC1,0.016354144
GTF2H5,0.6022162
TULP4,0.13842386
TMEM181,0.06377145
DYNLT1,0.53863174
SYTL3,0.0107969185
EZR,0.74867713
LINC02901,0.006219553
TAGAP,0.011942624
SOD2,0.0
WTAP,0.47015846
ACAT2,0.042643175
TCP1,0.25056276
MRPL18,0.16585803
IGF2R,0.20069611
MAP3K4,0.07152376
AGPAT4,0.023195775
CAHM,0.02187635
QKI,0.3257292
PDE10A,0.06302368
SFT2D1,0.53608304
MPC1,0.7649657
RPS6KA2,0.06422877
ENSG00000249141,0.0
RNASET2,0.16970636
CEP43,0.0508463
CCR6,0.0
AFDN,0.28716004
SMOC2,0.0011355602
THBS2,0.010216432
WDR27,0.02961605
C6orf120,0.061557215
PHF10,0.15555355
ERMARD,0.03836686
ENSG00000273100,0.004303435
DLL1,0.065819375
FAM120B,0.068433724
PSMB1,0.64529365
TBP,0.05050031
PDCD2,0.119252145
LINC03014,0.011098197
FAM20C,0.096027926
PDGFA,0.05229963
PRKAR1B,0.08946816
DNAAF5,0.038721286
SUN1,0.24065015
ADAP1,0.09397672
COX19,0.08647556
C7orf50,0.41839376
GPR146,0.0132600805
ZFAND2A,0.071271405
ZFAND2A-DT,0.037588503
MICALL2,0.021809254
INTS1,0.11290975
MAFK,0.106780045
PSMG3,0.1597311
PSMG3-AS1,0.020729085
MAD1L1,0.02986931
MRM2,0.03745623
NUDT1,0.064307645
SNX8,0.03969455
EIF3B,0.17554043
CHST12,0.0430245
LFNG,0.012856684
BRAT1,0.047045346
IQCE,0.04048236
TTYH3,0.038781714
AMZ1,0.0
GNA12,0.05093239
CARD11,0.0026492705
FOXK1,0.14395612
AP5Z1,0.042034622
RADIL,0.0
RBAK-RBAKDN,0.0
RBAK,0.044133537
WIPI2,0.20501018
TNRC18,0.19985816
ACTB,2.510562
FSCN1,0.047292564
RNF216,0.06846721
CCZ1,0.047375802
PMS2,0.014321987
AIMP2,0.053996
EIF2AK1,0.19039024
USP42,0.039807167
CYTH3,0.042071424
FAM220A,0.046402775
RAC1,0.77022284
DAGLB,0.029178277
KDELR2,0.3447531
ZDHHC4,0.10558102
INTS15,0.06534415
ZNF853,0.010093868
ZNF316,0.05396078
ZNF12,0.08217965
CCZ1B,0.077568896
C1GALT1,0.13407503
MIOS,0.05202198
RPA3,0.38884676
UMAD1,0.104059964
GLCCI1,0.07370244
ICA1,0.09748345
NDUFA4,1.980069
PHF14,0.10443884
THSD7A,0.21326362
TMEM106B,0.37401098
ARL4A,0.122399814
ETV1,0.031328075
MEOX2,0.0018744332
ANKMY2,0.051057857
BZW2,0.102346785
TSPAN13,0.06258395
AGR2,0.18894333
AGR3,0.047652066
AHR,0.066073604
ENSG00000237773,0.01715756
SNX13,0.19295725
HDAC9,0.028149504
POLR1F,0.083051205
MACC1,0.15079841
SP4,0.04434678
CDCA7L,0.009784905
RAPGEF5,0.069950186
STEAP1B-AS1,0.0
TOMM7,1.4992694
HYCC1,0.019402772
KLHL7,0.068300396
NUP42,0.07079753
GPNMB,0.19184184
MALSU1,0.18064648
TRA2A,0.27020046
CCDC126,0.06943386
GSDME,0.031104019
OSBPL3,0.12472324
CYCS,0.9362131
NFE2L3,0.021929651
HNRNPA2B1,1.1914282
CBX3,0.54246664
SNX10,0.23371278
SKAP2,0.30682063
HOTAIRM1,0.16036591
HOXA-AS2,0.06427681
HOXA4,0.0065749036
HOXA5,0.13174808
HIBADH,0.43032074
TAX1BP1,0.49710077
JAZF1,0.023821037
CREB5,0.038077552
TRIL,0.033831544
CPVL,0.29335698
CHN2,0.0050022136
PRR15,0.096173346
SCRN1,0.09492949
FKBP14,0.050428174
PLEKHA8,0.03902048
MTURN,0.47626197
ZNRF2,0.099483505
NOD1,0.018422505
GGCT,0.19633481
GARS1,0.08390691
INMT,0.035941824
MINDY4,0.01532152
AQP1,0.21545593
PDE1C,0.08388528
LSM5,0.5048706
AVL9,0.09262298
KBTBD2,0.08462956
FKBP9,0.15044598
NT5C3A,0.08059119
RP9,0.038790274
BBS9,0.0166778
BMPER,0.0060828817
DPY19L1,0.035624284
HERPUD2,0.09869725
HERPUD2-AS1,0.05031052
SEPTIN7,0.4263226
EEPD1,0.0134611055
AOAH,0.012289023
ELMO1,0.021402156
NME8,0.0
STARD3NL,0.13095906
TRGC2,0.015954887
TRG-AS1,0.002714703
AMPH,0.0073784026
VPS41,0.12623763
YAE1,0.049636897
RALA,0.090016685
CDK13,0.14085011
MPLKIP,0.2712599
SUGCT,0.046129014
INHBA,0.0059758904
GLI3,0.0141190365
PSMA2,0.28445527
MRPL32,0.1766604
STK17A,0.06833029
COA1,0.15023288
BLVRA,0.06995131
URGCP,0.0930261
UBE2D4,0.056768093
DBNL,0.13320784
PGAM2,0.071977906
POLM,0.041184727
AEBP1,0.048177056
POLD2,0.18351601
YKT6,0.07721755
NUDCD3,0.15204082
DDX56,0.08520522
TMED4,0.45414072
OGDH,0.29619434
ZMIZ2,0.106243715
PPIA,1.6967803
H2AZ2,0.4817108
PURB,0.16548695
MYO1G,0.027965413
SNHG15,0.094858125
CCM2,0.045900773
TBRG4,0.11485946
RAMP3,0.16953456
ADCY1,0.041993223
IGFBP3,0.3579013
TNS3,0.14893338
HUS1,0.032006834
UPP1,0.12687583
IKZF1,0.012974986
FIGNL1,0.010531733
GRB10,0.08586372
VSTM2A,0.0
SEC61G,1.428204
EGFR,0.12595727
VOPP1,0.12775142
NIPSNAP2,0.38155916
MRPS17,0.07116246
PSPH,0.032609053
CCT6A,0.31804937
SUMF2,0.252851
PHKG1,0.08965741
CHCHD2,1.2804943
ZNF736,0.06354801
ZNF680,0.07878188
ZNF107,0.016373329
ZNF138,0.038752496
ZNF273,0.01821758
ZNF117,0.06228252
ERV3-1,0.023221044
ZNF92,0.026989406
VKORC1L1,0.079542145
GUSB,0.09061184
ASL,0.22726174
CRCP,0.045747925
TPST1,0.08116425
KCTD7,0.015363452
RABGEF1,0.032953843
ENSG00000272831,0.13710949
TMEM248,0.26986256
SBDS,0.34399313
TYW1,0.021766908
AUTS2,0.09589596
POM121,0.073661044
NSUN5,0.06563362
BAZ1B,0.081544295
BCL7B,0.1446773
TBL2,0.042239353
DNAJC30,0.09612953
BUD23,0.22752723
ABHD11,0.1412604
CLDN3,0.23688118
CLDN4,0.3351132
ELN,0.049709033
LIMK1,0.023189187
EIF4H,0.21430755
LAT2,0.0042561507
RFC2,0.039476864
GTF2IRD1,0.029012738
GTF2I,0.12738456
NCF1,0.002305965
GTF2IRD2,0.04403323
RCC1L,0.10556051
GTF2IRD2B,0.03996828
TRIM73,0.0
POM121C,0.07883557
HIP1,0.10658515
RHBDD2,0.18160045
POR,0.13618068
TMEM120A,0.1316631
STYXL1,0.065343976
MDH2,0.5270498
HSPB1,0.9159885
YWHAG,0.2785751
ZP3,0.037133753
DTX2,0.030153038
CCDC146,0.04425009
FGL2,0.28049788
GSAP,0.059216175
PTPN12,0.107461095
APTR,0.043097723
RSBN1L,0.15283598
TMEM60,0.15834747
PHTF2,0.050216857
MAGI2,0.06407395
GNAI1,0.12125141
CD36,0.011501977
SEMA3C,0.10657917
HGF,0.0
CACNA2D1,0.061395794
SEMA3D,0.013491261
ELAPOR2,0.011480923
DMTF1-AS1,0.0086113075
DMTF1,0.09999899
TMEM243,0.19504933
TP53TG1,0.23598199
CROT,0.12296783
ABCB1,0.16356446
RUNDC3B,0.013927757
SLC25A40,0.0923757
DBF4,0.016697465
SRI,0.5383288
STEAP4,0.0
STEAP2,0.10507086
CFAP69,0.024987938
GTPBP10,0.10284126
CDK14,0.11764196
FZD1,0.07285645
MTERF1,0.0641685
AKAP9,0.384922
CYP51A1,0.019046718
KRIT1,0.12012361
ANKIB1,0.127034
GATAD1,0.1320895
PEX1,0.12308682
RBM48,0.03770661
FAM133B,0.17933373
CDK6,0.19310519
SAMD9,0.082915634
SAMD9L,0.055440538
VPS50,0.09267244
TFPI2,0.017906398
GNG11,0.27091452
BET1,0.15161496
COL1A2,0.08794647
CASD1,0.12661877
SGCE,0.10305616
PPP1R9A,0.1042764
PON3,0.00911136
PON2,0.18547279
PDK4,1.0330243
DYNC1I1,0.0075199963
SLC25A13,0.13037792
SEM1,0.73651284
SDHAF3,0.19378816
ASNS,0.0034089792
LMTK2,0.03323848
TECPR1,0.037636228
BRI3,0.91320425
TRRAP,0.059467286
SMURF1,0.045188837
ARPC1A,0.26746398
ARPC1B,0.1484511
PDAP1,0.22212309
BUD31,0.36498597
PTCD1,0.012846579
CPSF4,0.042151492
ATP5MF,1.2444574
ZNF394,0.042659927
ZKSCAN5,0.0212861
FAM200A,0.031355374
ZNF655,0.15315525
TMEM225B,0.0066172155
ZSCAN25,0.02575713
CYP3A5,0.07547197
CYP3A4,0.014191012
ENSG00000273407,0.0
TRIM4,0.1140219
AZGP1,0.1661341
ZKSCAN1,0.17482173
ZSCAN21,0.016157972
ZNF3,0.03683587
COPS6,0.33545598
MCM7,0.08522278
AP4M1,0.05774094
TAF6,0.09985023
CNPY4,0.023239259
LAMTOR4,1.0568118
TRAPPC14,0.031918656
GAL3ST4,0.0
STAG3,0.0
PILRB,0.0032070552
PILRA,0.028174587
MEPCE,0.116139784
PPP1R35,0.20710403
SPACDR,0.0
TSC22D4,0.16934314
AGFG2,0.04371944
SAP25,0.0
LRCH4,0.001002263
PCOLCE,0.0395158
MOSPD3,0.094341226
GNB2,0.4250947
GIGYF1,0.15516064
POP7,0.16795509
EPHB4,0.07689214
SLC12A9,0.038941957
TRIP6,0.117906936
SRRT,0.06729154
UFSP1,0.0111033935
MUC12,0.0094447
MUC12-AS1,0.005035386
TRIM56,0.10408953
SERPINE1,0.011332211
AP1S1,0.26588094
PLOD3,0.07395197
ZNHIT1,0.78964645
CLDN15,0.050784294
FIS1,1.1365967
IFT22,0.13080695
CUX1,0.21684441
PRKRIP1,0.068765946
ORAI2,0.09652205
ALKBH4,0.05687978
LRWD1,0.035701677
POLR2J,0.481023
POLR2J3,0.0
POLR2J3,0.0
RASA4,0.014435229
FAM185A,0.020547146
LRRC17,0.013141322
ARMC10,0.17300895
NAPEPLD,0.08256044
PMPCB,0.2145454
DNAJC2,0.08098474
PSMC2,0.14439093
RELN,0.0032337208
ORC5,0.029443607
KMT2E-AS1,0.21745919
KMT2E,0.1953566
SRPK2,0.076484986
PUS7,0.012758335
RINT1,0.05005859
ATXN7L1,0.03664674
SYPL1,0.6562884
NAMPT,0.14386433
NAMPT-AS1,0.010736706
CCDC71L,0.048606854
PRKAR2B,0.012216203
HBP1,0.22910574
COG5,0.05480877
DUS4L,0.032434504
BCAP29,0.22013535
CBLL1-AS1,0.01328917
CBLL1,0.072595045
DLD,0.38339815
LAMB1,0.18199942
PNPLA8,0.20949636
THAP5,0.09327123
DNAJB9,0.16896102
IMMP2L,0.122279085
DOCK4,0.05613551
ZNF277,0.049170673
IFRD1,0.12975651
LSMEM1,0.005957743
TMEM168,0.14314167
SAMTOR,0.04545679
SMIM30,0.2901393
MDFIC,0.09391405
TFEC,0.06575464
TES,0.15140446
CAV2,0.22574241
CAV1,0.12566653
CAPZA2,0.65970844
ST7,0.054993458
CTTNBP2,0.049582258
LSM8,0.22642149
TSPAN12,0.3681533
ING3,0.076485984
CPED1,0.029774008
FAM3C,0.30945718
AASS,0.03738627
CADPS2,0.2468013
NDUFA5,0.9672471
WASL,0.28831875
WASL-DT,0.034167726
POT1,0.05958374
ZNF800,0.086593375
GCC1,0.030434694
ARF5,0.49614477
SND1,0.095560335
SND1-IT1,0.0096374275
RBM28,0.07600932
IMPDH1,0.05216407
HILPDA,0.024682939
METTL2B,0.04801593
LINC03072,0.019908356
CALU,0.15190864
FLNC,0.0058446275
ATP6V1F,1.1482328
IRF5,0.012958181
TNPO3,0.042058982
TSPAN33,0.21733779
AHCYL2,0.11785127
ENSG00000273329,0.0478484
NRF1,0.028278036
UBE2H,0.3821145
ZC3HC1,0.0397136
KLHDC10,0.15740795
TMEM209,0.11147591
CEP41,0.045877658
MEST,0.09243048
COPG2,0.018824494
LINC00513,0.0026642315
ENSG00000271204,0.025792938
MKLN1,0.25568992
ENSG00000273489,0.0053375294
PODXL,0.14987609
CHCHD3,0.10908228
EXOC4,0.07905991
SLC35B4,0.14232568
LINC03060,0.0
AKR1B1,0.20123218
BPGM,0.11450113
CALD1,0.25053245
CYREN,0.09677302
TMEM140,0.024521518
ENSG00000272941,0.0016083266
WDR91,0.1077972
CNOT4,0.09304852
NUP205,0.07734444
STMP1,0.52125007
FAM180A,0.0
MTPN,0.26494443
PTN,0.06935191
CREB3L2,0.21295749
AKR1D1,0.0
TRIM24,0.06526157
KIAA1549,0.029517561
ZC3HAV1,0.18590878
IFT56,0.029688267
UBN2,0.08679943
FMC1,0.49601614
LUC7L2,0.299648
HIPK2,0.64534116
TBXAS1,0.02861175
PARP12,0.044727344
KDM7A,0.05623284
SLC37A3,0.06124593
MKRN1,0.25250423
DENND2A,0.026638469
ADCK2,0.048412368
NDUFB2,1.5862421
NDUFB2-AS1,0.0038306352
BRAF,0.13723956
MRPS33,0.327453
AGK,0.06962095
ENSG00000244701,0.013107008
DENND11,0.05666197
SSBP1,0.42027083
CLEC5A,0.0
PRSS2,0.0
TRBC1,0.014614791
TRBC2,0.040615525
EPHB6,0.035233606
GSTK1,0.52412164
CASP2,0.045870423
FAM131B-AS2,0.01520789
ZYX,0.07379772
EPHA1-AS1,0.0052520214
TCAF1,0.08700785
OR2A25,0.0
OR2A1-AS1,0.033293415
TPK1,0.015879016
ENSG00000273314,0.022463715
CUL1,0.069522895
EZH2,0.005391201
PDIA4,0.24318442
ZNF282,0.03635001
ZNF212,0.024483649
ZNF783,0.027150849
ZNF777,0.0299027
ZNF746,0.023271605
ZNF467,0.057800453
ZNF862,0.026703512
ATP6V0E2,0.18743588
RARRES2,0.7654729
REPIN1,0.13748975
ENSG00000284691,0.029796451
GIMAP8,0.03235869
GIMAP7,0.067407355
GIMAP4,0.047357265
GIMAP6,0.061024345
GIMAP2,0.022662785
GIMAP1,0.03185904
GIMAP5,0.0096690785
TMEM176B,0.44108263
TMEM176A,0.39440343
NOS3,0.009547328
ATG9B,0.0
ABCB8,0.07074913
CDK5,0.037480857
SLC4A2,0.15198398
FASTK,0.19760086
TMUB1,0.16562395
AGAP3,0.04170703
ABCF2,0.0
CHPF2,0.0329033
SMARCD3,0.06222456
NUB1,0.15205303
WDR86,0.0014361787
RHEB,0.49898872
PRKAG2,0.16990934
PRKAG2-AS1,0.06318497
GALNT11,0.24531876
ENSG00000229591,0.0
KMT2C,0.18858802
LINC01003,0.06437212
XRCC2,0.0032861575
ACTR3B,0.03081004
PAXIP1-AS2,0.032250572
PAXIP1,0.028879901
PAXIP1-DT,0.072897226
INSIG1,0.070485204
RBM33-DT,0.019667378
RBM33,0.10383678
RNF32-DT,0.052258257
LMBR1,0.085664116
NOM1,0.028267715
UBE3C,0.12883526
DNAJB6,0.44813454
PTPRN2,0.037944425
NCAPG2,0.012562331
ESYT2,0.12619734
DYNC2I1,0.052255724
PLCXD1,0.013796372
GTPBP6,0.14801265
LINC00685,0.006982779
PPP2R3B,0.03917833
CSF2RA,0.008921568
IL3RA,0.0074314117
SLC25A6,1.0245578
ASMTL,0.09643935
P2RY8,0.010727724
AKAP17A,0.06618164
DHRSX,0.07520117
ZBED1,0.06078435
CD99,0.18265273
ARSD,0.26213676
MXRA5,0.116782665
PRKX,0.042900153
PUDP,0.065539815
STS,0.0113275815
PNPLA4,0.1753191
ANOS1,0.005972636
TBL1X,0.1645361
WWC3,0.07439974
HCCS,0.085862674
ARHGAP6,0.06850009
MSL3,0.072055906
PRPS2,0.31521007
TLR7,0.0
TLR8,0.0026037896
TMSB4X,1.7658072
TCEANC,0.01905369
RAB9A,0.13242672
TRAPPC2,0.103071816
OFD1,0.09315665
GPM6B,0.020763941
GEMIN8,0.052742317
MOSPD2,0.079604894
ASB9,0.086234435
PIGA,0.035297252
PIR,0.016794693
CLTRN,0.17521343
CA5B,0.030043593
ZRSR2,0.044960443
AP1S2,0.14561997
CTPS2,0.028193405
SYAP1,0.310005
TXLNG,0.087363765
RBBP7,0.28291482
REPS2,0.045952976
NHS,0.06788883
SCML1,0.13515721
RAI2,0.054568775
CDKL5,0.037530556
PHKA2,0.03689615
PDHA1,0.31698158
SH3KBP1,0.06580946
BCLAF3,0.036639784
EIF1AX,0.6936125
RPS6KA3,0.14505242
MBTPS2,0.06339557
SMS,0.6563107
PRDX4,0.16399083
ACOT9,0.057523396
SAT1,1.2888864
APOO,0.09463847
KLHL15,0.041753132
EIF2S3,0.49483788
ZFX,0.16108364
PDK3,0.029255839
POLA1,0.017060004
TASL,0.0025029725
GK,0.15112746
TAB3,0.08385152
DMD,0.049018174
TMEM47,0.13581717
PRRG1,0.070246466
CYBB,0.011965533
DYNLT3,0.25133988
SRPX,0.010510401
RPGR,0.034349002
TSPAN7,0.3594383
MID1IP1,0.058204297
BCOR,0.061546884
ATP6AP2,0.83135474
CXorf38,0.04039325
MED14,0.1157795
MED14OS,0.012948613
USP9X,0.30824053
DDX3X,0.573856
CASK,0.11746216
GPR34,0.010135508
GPR82,0.0015346797
MAOA,0.1555032
FUNDC1,0.16099006
KDM6A,0.09795887
DIPK2B,0.00880502
MIR222HG,0.07963683
KRBOX4,0.021466283
ZNF674-AS1,0.018756906
CHST7,0.0061678314
RP2,0.041367028
RGN,0.07218683
NDUFB11,1.1334552
RBM10,0.09486022
UBA1,0.42808372
CDK16,0.18565346
USP11,0.18979183
ZNF41,0.013259397
ARAF,0.12056237
TIMP1,0.26583418
CFP,0.004969777
ELK1,0.043266147
UXT,0.53668827
ZNF182,0.010750635
SLC38A5,0.005250385
FTSJ1,0.021814827
EBP,0.2144415
TBC1D25,0.02153132
RBM3,0.4446168
WDR13,0.27319032
WAS,0.009054247
HDAC6,0.09127046
PCSK1N,0.8378167
TIMM17B,0.32322678
PQBP1,0.12604874
SLC35A2,0.05657879
PIM2,0.004153308
OTUD5,0.10637556
GRIPAP1,0.064117216
TFE3,0.042019434
CCDC120,0.01909955
PRAF2,0.026307857
WDR45,0.15765212
GPKOW,0.029537387
MAGIX,0.07322987
PLP2,0.123568766
CCDC22,0.027118612
CLCN5,0.32371858
SHROOM4,0.04448656
GSPT2,0.03581883
MAGED1,0.18664625
TSPYL2,0.07262995
KANTR,0.039237704
KDM5C,0.10665037
IQSEC2,0.041465253
SMC1A,0.14646861
HSD17B10,0.3120723
HUWE1,0.24199882
PHF8,0.0395585
FAM120C,0.036577415
WNK3,0.053639293
TSR2,0.12078017
GNL3L,0.022599878
MAGED2,0.32835138
APEX2,0.036781356
VCF2,0.109991886
MAGEH1,0.0933255
USP51,0.047116652
RRAGB,0.07418093
ENSG00000227486,0.01920379
KLF8,0.018397424
UBQLN2,0.12728073
NBDY,0.37338713
SPIN3,0.02390525
SPIN2B,0.030087963
ENSG00000226310,0.0026688993
ZXDB,0.035965446
SPIN4,0.021216517
ARHGEF9,0.060489077
AMER1,0.010984675
LAS1L,0.07687655
MSN,0.3757366
MIR223HG,0.007475111
VSIG4,0.0
HEPH,0.008997793
AR,0.053111635
OPHN1,0.04706124
YIPF6,0.24617454
STARD8,0.095541574
EFNB1,0.094288476
PJA1,0.074085444
EDA,0.005251964
IGBP1,0.14901242
PDZD11,0.091556735
DLG3,0.06291269
SNX12,0.06588058
IL2RG,0.020312406
MED12,0.03475251
ZMYM3,0.058410343
NONO,0.34641135
TAF1,0.082081944
OGT,0.3512681
GCNA,0.0
LINC00891,0.0
NHSL2,0.03466575
PIN4,0.31899753
RPS4X,2.2326534
CITED1,0.0034984623
HDAC8,0.035411056
NAP1L2,0.11630091
CHIC1,0.06920318
TSIX,0.017644178
XIST,0.87702566
JPX,0.18284488
FTX,0.19714339
SLC16A2,0.033594385
RLIM,0.13055809
ABCB7,0.052898828
UPRT,0.047427528
PBDC1,0.09457674
MAGEE1,0.018061953
ATRX,0.42581514
MAGT1,0.26210868
COX7B,1.7959472
ATP7A,0.088478975
PGK1,1.0169977
TAF9B,0.059733115
CYSLTR1,0.019247884
P2RY10,0.0
GPR174,0.0062517864
ITM2A,0.22069195
BRWD3,0.040579896
HMGN5,0.09333527
SH3BGRL,0.59644806
APOOL,0.18522175
ZNF711,0.050583504
CHM,0.1262316
KLHL4,0.0043329773
PABPC5,0.0022653216
NAP1L3,0.030698879
DIAPH2,0.04370064
TSPAN6,0.36369556
SYTL4,0.022229897
CSTF2,0.012748081
TIMM8A,0.056845684
BTK,0.0026805326
RPL36A,0.44308925
GLA,0.043475658
HNRNPH2,0.2950575
ARMCX4,0.074089214
ARMCX1,0.08289986
ARMCX6,0.0033725442
ARMCX3,0.26714197
ARMCX2,0.10129946
ZMAT1,0.11074474
TCEAL2,0.10716691
BEX5,0.15843438
TMSB15A,0.017225375
ARMCX5,0.053864423
GPRASP1,0.06442986
GPRASP3,0.031184042
LINC00630,0.003183983
BEX1,0.08399835
BEX4,0.4711656
TCEAL8,0.41314408
BEX2,0.3658534
TCEAL9,0.54298437
BEX3,1.1489427
TCEAL4,0.42395467
TCEAL3,0.16597374
TCEAL1,0.09277819
MORF4L2,0.4738711
PLP1,0.0
RAB9B,0.0
TMSB15B,0.0
SLC25A53,0.032268006
FAM199X,0.22890829
TBC1D8B,0.046350177
MORC4,0.043398682
RBM41,0.038255107
PRPS1,0.14066993
TSC22D3,0.36140004
PSMD10,0.080818616
ATG4A,0.062041476
COL4A5,0.074418105
NXT2,0.047753267
ACSL4,0.43043122
TMEM164,0.07623562
AMMECR1,0.03888024
ALG13,0.16395439
AMOT,0.062363632
IL13RA2,0.01282748
LRCH2,0.0072492226
PLS3,0.59815526
WDR44,0.033861727
DOCK11,0.024014892
IL13RA1,0.1213701
PGRMC1,0.55302584
SLC25A43,0.019954544
SLC25A5,0.9625459
STEEP1,0.044773243
UBE2A,0.2182186
NKRF,0.028226424
SEPTIN6,0.14578323
SOWAHD,0.0
RPL39,3.356801
UPF3B,0.040238917
RNF113A,0.034630213
NDUFA1,1.4011557
NKAP,0.07190316
ZBTB33,0.053683367
TMEM255A,0.025871525
LAMP2,0.44980732
CUL4B,0.12709577
MCTS1,0.19369447
C1GALT1C1,0.16845505
THOC2,0.20756112
XIAP,0.2611289
STAG2,0.31063956
SH2D1A,0.0026184735
SMARCA1,0.17020187
OCRL,0.03553814
SASH3,0.0079998225
ZDHHC9,0.06659037
UTP14A,0.029478937
ELF4,0.008378204
AIFM1,0.14076746
RAB33A,0.0
RBMX2,0.061955
ENOX2,0.01999647
STK26,0.0114956405
RAP2C,0.1486578
MBNL3,0.08394967
GPC4,0.064508595
GPC3,0.1342638
PHF6,0.114787504
HPRT1,0.3874149
MIR503HG,0.06427666
PABIR2,0.10823306
MOSPD1,0.069841534
SMIM10,0.0078169955
RTL8B,0.056400746
RTL8C,0.27911216
RTL8A,0.19235829
ZNF75D,0.028001893
ZNF449,0.009239212
SMIM10L2A,0.027032424
INTS6L,0.017118145
MMGT1,0.1257085
SLC9A6,0.054154072
FHL1,0.06357087
MAP7D3,0.03699498
HTATSF1,0.14786275
CD40LG,0.0
ARHGEF6,0.046485417
ENSG00000232611,0.0062405206
RBMX,0.31292912
FGF13,0.030855682
ATP11C,0.065961815
LDOC1,0.081178136
SLITRK4,0.045141824
FMR1,0.22653662
IDS,0.36493662
EOLA1-DT,0.014645655
EOLA1,0.036447573
TMEM185A,0.04334432
EOLA2,0.03173538
MTM1,0.0579888
MTMR1,0.018898787
CD99L2,0.04480701
HMGB3,0.07220859
VMA21,0.3015489
PRRG3,0.009131742
GABRE,0.014847718
CETN2,0.31509337
NSDHL,0.03413263
ZNF185,0.0186959
ZNF275,0.04853855
HAUS7,0.01410297
BGN,0.052530985
CCNQ,0.05756732
PNCK,0.002293197
SLC6A8,0.15166995
BCAP31,0.54406613
ABCD1,0.02859084
IDH3G,0.31831595
SSR4,0.9437744
PDZD4,0.0035449502
ARHGAP4,0.10597876
NAA10,0.24058495
RENBP,0.07063153
HCFC1,0.11219938
TMEM187,0.026080918
IRAK1,0.090190455
MECP2,0.2175258
FLNA,0.2496183
EMD,0.16658503
RPL10,2.7949033
ENSG00000280195,0.0054491074
DNASE1L1,0.030210199
TAFAZZIN,0.05961056
ATP6AP1-DT,0.23156053
ATP6AP1,0.5098297
GDI1,0.15623175
FAM50A,0.22332507
PLXNA3,0.022782346
LAGE3,0.15147105
UBL4A,0.063120805
SLC10A3,0.05069309
FAM3A,0.13270575
G6PD,0.07221233
GAB3,0.008514709
DKC1,0.0899211
MPP1,0.119821586
F8,0.053391047
F8A1,0.0
FUNDC2,0.27237996
CMC4,0.01933864
MTCP1,0.0
BRCC3,0.043112654
VBP1,0.19950278
RAB39B,0.004748061
CLIC2,0.0179498
TMLHE-AS1,0.0
TMLHE,0.0324738
VAMP7,0.110959776
ZNF596,0.008246898
FBXO25,0.080218956
TDRP,0.08536804
ERICH1,0.10262395
CLN8,0.090659484
CLN8-AS1,0.19911923
ARHGEF10,0.012386901
MYOM2,0.025470642
MCPH1,0.057768423
ANGPT2,0.02075547
AGPAT5,0.11121837
DEFB1,2.918825
PRAG1,0.011195891
CLDN23,0.0227493
MFHAS1,0.14788641
ERI1,0.034372088
PPP1R3B,0.03779599
TNKS,0.1069101
MSRA,0.16003993
SOX7,0.016194023
PINX1,0.0
XKR6,0.011819794
MTMR9,0.08958893
BLK,0.0
GATA4,0.0
NEIL2,0.031641435
FDFT1,0.1863756
CTSB,0.3349994
LONRF1,0.098592974
DLC1,0.07228415
TUSC3,0.11767176
MSR1,0.019144805
MICU3,0.03377987
ZDHHC2,0.26475587
CNOT7,0.33209908
VPS37A,0.1275186
SLC7A2,0.050909407
PDGFRL,0.004739941
MTUS1,0.200521
PCM1,0.26914176
ASAH1,0.5865454
NAT1,0.02221192
PSD3,0.018137025
SH2D4A,0.051711846
CSGALNACT1,0.066190906
